State,District,Season,Climate_Zone,Avg_Temperature_C,Avg_Rainfall_mm,Avg_Humidity_%,Soil_Type,Soil_pH
Madhya Pradesh,Singrauli,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.8
Madhya Pradesh,Tikamgarh,Kharif,Semi-arid,24.6,1484,65,Black Cotton,8.0
Madhya Pradesh,Tikamgarh,Rabi,Semi-arid,21.6,371,50,Black Cotton,8.0
Madhya Pradesh,Tikamgarh,Zaid,Semi-arid,31.6,247,45,Black Cotton,8.0
Madhya Pradesh,Ujjain,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.6
Madhya Pradesh,Ujjain,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.6
Madhya Pradesh,Ujjain,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.6
Madhya Pradesh,Umaria,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.3
Madhya Pradesh,Umaria,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.3
Madhya Pradesh,Umaria,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.3
Madhya Pradesh,Vidisha,Kharif,Semi-arid,24.6,1484,65,Black Cotton,7.8
Madhya Pradesh,Vidisha,Rabi,Semi-arid,21.6,371,50,Black Cotton,7.8
Madhya Pradesh,Vidisha,Zaid,Semi-arid,31.6,247,45,Black Cotton,7.8
Maharashtra,Ahmednagar,Kharif,Semi-arid,25.0,3193,72,Black Cotton,8.4
Maharashtra,Ahmednagar,Rabi,Semi-arid,22.0,798,57,Black Cotton,8.4
Maharashtra,Ahmednagar,Zaid,Semi-arid,32.0,532,52,Black Cotton,8.4
Maharashtra,Akola,Kharif,Semi-arid,25.0,3193,72,Black Cotton,8.5
Maharashtra,Akola,Rabi,Semi-arid,22.0,798,57,Black Cotton,8.5
Maharashtra,Akola,Zaid,Semi-arid,32.0,532,52,Black Cotton,8.5
Maharashtra,Amravati,Kharif,Semi-arid,25.0,3193,72,Black Cotton,8.4
Maharashtra,Amravati,Rabi,Semi-arid,22.0,798,57,Black Cotton,8.4
Maharashtra,Amravati,Zaid,Semi-arid,32.0,532,52,Black Cotton,8.4
Maharashtra,Aurangabad,Kharif,Semi-arid,23.4,938,62,Black Cotton,7.2
Maharashtra,Aurangabad,Rabi,Semi-arid,20.4,234,47,Black Cotton,7.2
Maharashtra,Aurangabad,Zaid,Semi-arid,30.4,156,42,Black Cotton,7.2
Maharashtra,Beed,Kharif,Semi-arid,25.0,3193,72,Black Cotton,8.4
Maharashtra,Beed,Rabi,Semi-arid,22.0,798,57,Black Cotton,8.4
Maharashtra,Beed,Zaid,Semi-arid,32.0,532,52,Black Cotton,8.4
Maharashtra,Bhandara,Kharif,Semi-arid,25.0,3193,72,Black Cotton,7.0
Maharashtra,Bhandara,Rabi,Semi-arid,22.0,798,57,Black Cotton,7.0
Maharashtra,Bhandara,Zaid,Semi-arid,32.0,532,52,Black Cotton,7.0
Maharashtra,Buldhana,Kharif,Semi-arid,25.0,3193,72,Black Cotton,8.1
Maharashtra,Buldhana,Rabi,Semi-arid,22.0,798,57,Black Cotton,8.1
Maharashtra,Buldhana,Zaid,Semi-arid,32.0,532,52,Black Cotton,8.1
Maharashtra,Chandrapur,Kharif,Semi-arid,25.0,3193,72,Black Cotton,7.2
Maharashtra,Chandrapur,Rabi,Semi-arid,22.0,798,57,Black Cotton,7.2
Maharashtra,Chandrapur,Zaid,Semi-arid,32.0,532,52,Black Cotton,7.2
Maharashtra,Dhule,Kharif,Semi-arid,25.0,3193,72,Black Cotton,8.2
Maharashtra,Dhule,Rabi,Semi-arid,22.0,798,57,Black Cotton,8.2
Maharashtra,Dhule,Zaid,Semi-arid,32.0,532,52,Black Cotton,8.2
Maharashtra,Gadchiroli,Kharif,Semi-arid,25.0,3193,72,Black Cotton,7.9
Maharashtra,Gadchiroli,Rabi,Semi-arid,22.0,798,57,Black Cotton,7.9
Maharashtra,Gadchiroli,Zaid,Semi-arid,32.0,532,52,Black Cotton,7.9
Maharashtra,Gondia,Kharif,Semi-arid,25.0,3193,72,Black Cotton,7.0
Maharashtra,Gondia,Rabi,Semi-arid,22.0,798,57,Black Cotton,7.0
Maharashtra,Gondia,Zaid,Semi-arid,32.0,532,52,Black Cotton,7.0
Maharashtra,Hingoli,Kharif,Semi-arid,25.0,3193,72,Black Cotton,7.7
Maharashtra,Hingoli,Rabi,Semi-arid,22.0,798,57,Black Cotton,7.7
Maharashtra,Hingoli,Zaid,Semi-arid,32.0,532,52,Black Cotton,7.7
Maharashtra,Jalgaon,Kharif,Semi-arid,25.0,3193,72,Black Cotton,7.7
Maharashtra,Jalgaon,Rabi,Semi-arid,22.0,798,57,Black Cotton,7.7
Maharashtra,Jalgaon,Zaid,Semi-arid,32.0,532,52,Black Cotton,7.7
Maharashtra,Jalna,Kharif,Semi-arid,25.0,3193,72,Black Cotton,7.6
Maharashtra,Jalna,Rabi,Semi-arid,22.0,798,57,Black Cotton,7.6
Maharashtra,Jalna,Zaid,Semi-arid,32.0,532,52,Black Cotton,7.6
Maharashtra,Kolhapur,Kharif,Semi-arid,25.0,3193,72,Black Cotton,8.3
Maharashtra,Kolhapur,Rabi,Semi-arid,22.0,798,57,Black Cotton,8.3
Maharashtra,Kolhapur,Zaid,Semi-arid,32.0,532,52,Black Cotton,8.3
Maharashtra,Latur,Kharif,Semi-arid,25.0,3193,72,Black Cotton,7.1
Maharashtra,Latur,Rabi,Semi-arid,22.0,798,57,Black Cotton,7.1
Maharashtra,Latur,Zaid,Semi-arid,32.0,532,52,Black Cotton,7.1
Maharashtra,Mumbai City,Kharif,Semi-arid,25.0,3193,72,Black Cotton,7.0
Maharashtra,Mumbai City,Rabi,Semi-arid,22.0,798,57,Black Cotton,7.0
Maharashtra,Mumbai City,Zaid,Semi-arid,32.0,532,52,Black Cotton,7.0
Maharashtra,Mumbai Suburban,Kharif,Semi-arid,25.0,3193,72,Black Cotton,8.0
Maharashtra,Mumbai Suburban,Rabi,Semi-arid,22.0,798,57,Black Cotton,8.0
Maharashtra,Mumbai Suburban,Zaid,Semi-arid,32.0,532,52,Black Cotton,8.0
Maharashtra,Nagpur,Kharif,Coastal,24.5,2100,65,Alluvial,7.2
Maharashtra,Nagpur,Rabi,Coastal,21.5,420,50,Alluvial,7.2
Maharashtra,Nagpur,Zaid,Coastal,31.5,280,45,Alluvial,7.2
Maharashtra,Nanded,Kharif,Semi-arid,25.0,3193,72,Black Cotton,8.0
Maharashtra,Nanded,Rabi,Semi-arid,22.0,798,57,Black Cotton,8.0
Maharashtra,Nanded,Zaid,Semi-arid,32.0,532,52,Black Cotton,8.0
Maharashtra,Nandurbar,Kharif,Semi-arid,25.0,3193,72,Black Cotton,7.3
Maharashtra,Nandurbar,Rabi,Semi-arid,22.0,798,57,Black Cotton,7.3
Maharashtra,Nandurbar,Zaid,Semi-arid,32.0,532,52,Black Cotton,7.3
Maharashtra,Nashik,Kharif,Semi-arid,22.4,1795,68,Black Cotton,8.1
Maharashtra,Nashik,Rabi,Semi-arid,19.4,448,53,Black Cotton,8.1
Maharashtra,Nashik,Zaid,Semi-arid,29.4,299,48,Black Cotton,8.1
Maharashtra,Osmanabad,Kharif,Semi-arid,25.0,3193,72,Black Cotton,8.1
Maharashtra,Osmanabad,Rabi,Semi-arid,22.0,798,57,Black Cotton,8.1
Maharashtra,Osmanabad,Zaid,Semi-arid,32.0,532,52,Black Cotton,8.1
Maharashtra,Palghar,Kharif,Semi-arid,25.0,3193,72,Black Cotton,7.5
Maharashtra,Palghar,Rabi,Semi-arid,22.0,798,57,Black Cotton,7.5
Maharashtra,Palghar,Zaid,Semi-arid,32.0,532,52,Black Cotton,7.5
Maharashtra,Parbhani,Kharif,Semi-arid,25.0,3193,72,Black Cotton,8.2
Maharashtra,Parbhani,Rabi,Semi-arid,22.0,798,57,Black Cotton,8.2
Maharashtra,Parbhani,Zaid,Semi-arid,32.0,532,52,Black Cotton,8.2
Maharashtra,Pune,Kharif,Semi-arid,21.8,2329,74,Black Cotton,7.3
Maharashtra,Pune,Rabi,Semi-arid,18.8,582,59,Black Cotton,7.3
Maharashtra,Pune,Zaid,Semi-arid,28.8,388,54,Black Cotton,7.3
Maharashtra,Raigad,Kharif,Semi-arid,25.0,3193,72,Black Cotton,8.2
Maharashtra,Raigad,Rabi,Semi-arid,22.0,798,57,Black Cotton,8.2
Maharashtra,Raigad,Zaid,Semi-arid,32.0,532,52,Black Cotton,8.2
Maharashtra,Ratnagiri,Kharif,Semi-arid,25.0,3193,72,Black Cotton,7.4
Maharashtra,Ratnagiri,Rabi,Semi-arid,22.0,798,57,Black Cotton,7.4
Maharashtra,Ratnagiri,Zaid,Semi-arid,32.0,532,52,Black Cotton,7.4
Maharashtra,Sangli,Kharif,Semi-arid,25.0,3193,72,Black Cotton,7.7
Maharashtra,Sangli,Rabi,Semi-arid,22.0,798,57,Black Cotton,7.7
Maharashtra,Sangli,Zaid,Semi-arid,32.0,532,52,Black Cotton,7.7
Maharashtra,Satara,Kharif,Semi-arid,25.0,3193,72,Black Cotton,8.0
Maharashtra,Satara,Rabi,Semi-arid,22.0,798,57,Black Cotton,8.0
Maharashtra,Satara,Zaid,Semi-arid,32.0,532,52,Black Cotton,8.0
Maharashtra,Sindhudurg,Kharif,Semi-arid,25.0,3193,72,Black Cotton,8.0
Maharashtra,Sindhudurg,Rabi,Semi-arid,22.0,798,57,Black Cotton,8.0
Maharashtra,Sindhudurg,Zaid,Semi-arid,32.0,532,52,Black Cotton,8.0
Maharashtra,Solapur,Kharif,Semi-arid,25.0,3193,72,Black Cotton,7.5
Maharashtra,Solapur,Rabi,Semi-arid,22.0,798,57,Black Cotton,7.5
Maharashtra,Solapur,Zaid,Semi-arid,32.0,532,52,Black Cotton,7.5
Maharashtra,Thane,Kharif,Semi-arid,25.0,3193,72,Black Cotton,8.2
Maharashtra,Thane,Rabi,Semi-arid,22.0,798,57,Black Cotton,8.2
Maharashtra,Thane,Zaid,Semi-arid,32.0,532,52,Black Cotton,8.2
Maharashtra,Wardha,Kharif,Semi-arid,25.0,3193,72,Black Cotton,8.3
Maharashtra,Wardha,Rabi,Semi-arid,22.0,798,57,Black Cotton,8.3
Maharashtra,Wardha,Zaid,Semi-arid,32.0,532,52,Black Cotton,8.3
Maharashtra,Washim,Kharif,Semi-arid,25.0,3193,72,Black Cotton,8.5
Maharashtra,Washim,Rabi,Semi-arid,22.0,798,57,Black Cotton,8.5
Maharashtra,Washim,Zaid,Semi-arid,32.0,532,52,Black Cotton,8.5
Maharashtra,Yavatmal,Kharif,Semi-arid,25.0,3193,72,Black Cotton,7.8
Maharashtra,Yavatmal,Rabi,Semi-arid,22.0,798,57,Black Cotton,7.8
Maharashtra,Yavatmal,Zaid,Semi-arid,32.0,532,52,Black Cotton,7.8
Manipur,Bishnupur,Kharif,Mountain,24.6,1484,65,Mountain Soil,5.7
Manipur,Bishnupur,Rabi,Mountain,21.6,371,50,Mountain Soil,5.7
Manipur,Bishnupur,Zaid,Mountain,31.6,247,45,Mountain Soil,5.7
Manipur,Chandel,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.4
Manipur,Chandel,Rabi,Mountain,21.6,371,50,Mountain Soil,6.4
Manipur,Chandel,Zaid,Mountain,31.6,247,45,Mountain Soil,6.4
Manipur,Churachandpur,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.5
Manipur,Churachandpur,Rabi,Mountain,21.6,371,50,Mountain Soil,6.5
Manipur,Churachandpur,Zaid,Mountain,31.6,247,45,Mountain Soil,6.5
Manipur,Imphal East,Kharif,Mountain,24.6,1484,65,Mountain Soil,7.0
Manipur,Imphal East,Rabi,Mountain,21.6,371,50,Mountain Soil,7.0
Manipur,Imphal East,Zaid,Mountain,31.6,247,45,Mountain Soil,7.0
Manipur,Imphal West,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.5
Manipur,Imphal West,Rabi,Mountain,21.6,371,50,Mountain Soil,6.5
Manipur,Imphal West,Zaid,Mountain,31.6,247,45,Mountain Soil,6.5
Manipur,Jiribam,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.7
Manipur,Jiribam,Rabi,Mountain,21.6,371,50,Mountain Soil,6.7
Manipur,Jiribam,Zaid,Mountain,31.6,247,45,Mountain Soil,6.7
Manipur,Kakching,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.3
Manipur,Kakching,Rabi,Mountain,21.6,371,50,Mountain Soil,6.3
Manipur,Kakching,Zaid,Mountain,31.6,247,45,Mountain Soil,6.3
Manipur,Kamjong,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.0
Manipur,Kamjong,Rabi,Mountain,21.6,371,50,Mountain Soil,6.0
Manipur,Kamjong,Zaid,Mountain,31.6,247,45,Mountain Soil,6.0
Manipur,Kangpokpi,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.0
Manipur,Kangpokpi,Rabi,Mountain,21.6,371,50,Mountain Soil,6.0
Manipur,Kangpokpi,Zaid,Mountain,31.6,247,45,Mountain Soil,6.0
Manipur,Noney,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.9
Manipur,Noney,Rabi,Mountain,21.6,371,50,Mountain Soil,6.9
Manipur,Noney,Zaid,Mountain,31.6,247,45,Mountain Soil,6.9
Manipur,Pherzawl,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.1
Manipur,Pherzawl,Rabi,Mountain,21.6,371,50,Mountain Soil,6.1
Manipur,Pherzawl,Zaid,Mountain,31.6,247,45,Mountain Soil,6.1
Manipur,Senapati,Kharif,Mountain,24.6,1484,65,Mountain Soil,5.7
Manipur,Senapati,Rabi,Mountain,21.6,371,50,Mountain Soil,5.7
Manipur,Senapati,Zaid,Mountain,31.6,247,45,Mountain Soil,5.7
Manipur,Tamenglong,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.3
Manipur,Tamenglong,Rabi,Mountain,21.6,371,50,Mountain Soil,6.3
Manipur,Tamenglong,Zaid,Mountain,31.6,247,45,Mountain Soil,6.3
Manipur,Tengnoupal,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.6
Manipur,Tengnoupal,Rabi,Mountain,21.6,371,50,Mountain Soil,6.6
Manipur,Tengnoupal,Zaid,Mountain,31.6,247,45,Mountain Soil,6.6
Manipur,Thoubal,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.0
Manipur,Thoubal,Rabi,Mountain,21.6,371,50,Mountain Soil,6.0
Manipur,Thoubal,Zaid,Mountain,31.6,247,45,Mountain Soil,6.0
Manipur,Ukhrul,Kharif,Mountain,24.6,1484,65,Mountain Soil,7.0
Manipur,Ukhrul,Rabi,Mountain,21.6,371,50,Mountain Soil,7.0
Manipur,Ukhrul,Zaid,Mountain,31.6,247,45,Mountain Soil,7.0
Meghalaya,East Garo Hills,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.8
Meghalaya,East Garo Hills,Rabi,Mountain,21.6,371,50,Mountain Soil,6.8
Meghalaya,East Garo Hills,Zaid,Mountain,31.6,247,45,Mountain Soil,6.8
Meghalaya,East Jaintia Hills,Kharif,Mountain,24.6,1484,65,Mountain Soil,5.9
Meghalaya,East Jaintia Hills,Rabi,Mountain,21.6,371,50,Mountain Soil,5.9
Meghalaya,East Jaintia Hills,Zaid,Mountain,31.6,247,45,Mountain Soil,5.9
Meghalaya,East Khasi Hills,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.4
Meghalaya,East Khasi Hills,Rabi,Mountain,21.6,371,50,Mountain Soil,6.4
Meghalaya,East Khasi Hills,Zaid,Mountain,31.6,247,45,Mountain Soil,6.4
Meghalaya,North Garo Hills,Kharif,Mountain,24.6,1484,65,Mountain Soil,5.9
Meghalaya,North Garo Hills,Rabi,Mountain,21.6,371,50,Mountain Soil,5.9
Meghalaya,North Garo Hills,Zaid,Mountain,31.6,247,45,Mountain Soil,5.9
Meghalaya,Ri Bhoi,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.3
Meghalaya,Ri Bhoi,Rabi,Mountain,21.6,371,50,Mountain Soil,6.3
Meghalaya,Ri Bhoi,Zaid,Mountain,31.6,247,45,Mountain Soil,6.3
Meghalaya,South Garo Hills,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.7
Meghalaya,South Garo Hills,Rabi,Mountain,21.6,371,50,Mountain Soil,6.7
Meghalaya,South Garo Hills,Zaid,Mountain,31.6,247,45,Mountain Soil,6.7
Meghalaya,South West Garo Hills,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.7
Meghalaya,South West Garo Hills,Rabi,Mountain,21.6,371,50,Mountain Soil,6.7
Meghalaya,South West Garo Hills,Zaid,Mountain,31.6,247,45,Mountain Soil,6.7
Meghalaya,South West Khasi Hills,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.7
Meghalaya,South West Khasi Hills,Rabi,Mountain,21.6,371,50,Mountain Soil,6.7
Meghalaya,South West Khasi Hills,Zaid,Mountain,31.6,247,45,Mountain Soil,6.7
Meghalaya,West Garo Hills,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.5
Meghalaya,West Garo Hills,Rabi,Mountain,21.6,371,50,Mountain Soil,6.5
Meghalaya,West Garo Hills,Zaid,Mountain,31.6,247,45,Mountain Soil,6.5
Meghalaya,West Jaintia Hills,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.3
Meghalaya,West Jaintia Hills,Rabi,Mountain,21.6,371,50,Mountain Soil,6.3
Meghalaya,West Jaintia Hills,Zaid,Mountain,31.6,247,45,Mountain Soil,6.3
Meghalaya,West Khasi Hills,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.4
Meghalaya,West Khasi Hills,Rabi,Mountain,21.6,371,50,Mountain Soil,6.4
Meghalaya,West Khasi Hills,Zaid,Mountain,31.6,247,45,Mountain Soil,6.4
Mizoram,Aizawl,Kharif,Mountain,24.6,1484,65,Mountain Soil,5.6
Mizoram,Aizawl,Rabi,Mountain,21.6,371,50,Mountain Soil,5.6
Mizoram,Aizawl,Zaid,Mountain,31.6,247,45,Mountain Soil,5.6
Mizoram,Champhai,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.9
Mizoram,Champhai,Rabi,Mountain,21.6,371,50,Mountain Soil,6.9
Mizoram,Champhai,Zaid,Mountain,31.6,247,45,Mountain Soil,6.9
Mizoram,Hnahthial,Kharif,Mountain,24.6,1484,65,Mountain Soil,5.9
Mizoram,Hnahthial,Rabi,Mountain,21.6,371,50,Mountain Soil,5.9
Mizoram,Hnahthial,Zaid,Mountain,31.6,247,45,Mountain Soil,5.9
Mizoram,Kolasib,Kharif,Mountain,24.6,1484,65,Mountain Soil,5.8
Mizoram,Kolasib,Rabi,Mountain,21.6,371,50,Mountain Soil,5.8
Mizoram,Kolasib,Zaid,Mountain,31.6,247,45,Mountain Soil,5.8
Mizoram,Khawzawl,Kharif,Mountain,24.6,1484,65,Mountain Soil,7.0
Mizoram,Khawzawl,Rabi,Mountain,21.6,371,50,Mountain Soil,7.0
Mizoram,Khawzawl,Zaid,Mountain,31.6,247,45,Mountain Soil,7.0
Mizoram,Lawngtlai,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.5
Mizoram,Lawngtlai,Rabi,Mountain,21.6,371,50,Mountain Soil,6.5
Mizoram,Lawngtlai,Zaid,Mountain,31.6,247,45,Mountain Soil,6.5
Mizoram,Lunglei,Kharif,Mountain,24.6,1484,65,Mountain Soil,5.7
Mizoram,Lunglei,Rabi,Mountain,21.6,371,50,Mountain Soil,5.7
Mizoram,Lunglei,Zaid,Mountain,31.6,247,45,Mountain Soil,5.7
Mizoram,Mamit,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.1
Mizoram,Mamit,Rabi,Mountain,21.6,371,50,Mountain Soil,6.1
Mizoram,Mamit,Zaid,Mountain,31.6,247,45,Mountain Soil,6.1
Mizoram,Saiha,Kharif,Mountain,24.6,1484,65,Mountain Soil,5.9
Mizoram,Saiha,Rabi,Mountain,21.6,371,50,Mountain Soil,5.9
Mizoram,Saiha,Zaid,Mountain,31.6,247,45,Mountain Soil,5.9
Mizoram,Saitual,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.7
Mizoram,Saitual,Rabi,Mountain,21.6,371,50,Mountain Soil,6.7
Mizoram,Saitual,Zaid,Mountain,31.6,247,45,Mountain Soil,6.7
Mizoram,Serchhip,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.6
Mizoram,Serchhip,Rabi,Mountain,21.6,371,50,Mountain Soil,6.6
Mizoram,Serchhip,Zaid,Mountain,31.6,247,45,Mountain Soil,6.6
Nagaland,Dimapur,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.2
Nagaland,Dimapur,Rabi,Mountain,21.6,371,50,Mountain Soil,6.2
Nagaland,Dimapur,Zaid,Mountain,31.6,247,45,Mountain Soil,6.2
Nagaland,Kiphire,Kharif,Mountain,24.6,1484,65,Mountain Soil,5.8
Nagaland,Kiphire,Rabi,Mountain,21.6,371,50,Mountain Soil,5.8
Nagaland,Kiphire,Zaid,Mountain,31.6,247,45,Mountain Soil,5.8
Nagaland,Kohima,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.8
Nagaland,Kohima,Rabi,Mountain,21.6,371,50,Mountain Soil,6.8
Nagaland,Kohima,Zaid,Mountain,31.6,247,45,Mountain Soil,6.8
Nagaland,Longleng,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.6
Nagaland,Longleng,Rabi,Mountain,21.6,371,50,Mountain Soil,6.6
Nagaland,Longleng,Zaid,Mountain,31.6,247,45,Mountain Soil,6.6
Nagaland,Mokokchung,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.5
Nagaland,Mokokchung,Rabi,Mountain,21.6,371,50,Mountain Soil,6.5
Nagaland,Mokokchung,Zaid,Mountain,31.6,247,45,Mountain Soil,6.5
Nagaland,Mon,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.7
Nagaland,Mon,Rabi,Mountain,21.6,371,50,Mountain Soil,6.7
Nagaland,Mon,Zaid,Mountain,31.6,247,45,Mountain Soil,6.7
Nagaland,Noklak,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.3
Nagaland,Noklak,Rabi,Mountain,21.6,371,50,Mountain Soil,6.3
Nagaland,Noklak,Zaid,Mountain,31.6,247,45,Mountain Soil,6.3
Nagaland,Peren,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.6
Nagaland,Peren,Rabi,Mountain,21.6,371,50,Mountain Soil,6.6
Nagaland,Peren,Zaid,Mountain,31.6,247,45,Mountain Soil,6.6
Nagaland,Phek,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.2
Nagaland,Phek,Rabi,Mountain,21.6,371,50,Mountain Soil,6.2
Nagaland,Phek,Zaid,Mountain,31.6,247,45,Mountain Soil,6.2
Nagaland,Tuensang,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.0
Nagaland,Tuensang,Rabi,Mountain,21.6,371,50,Mountain Soil,6.0
Nagaland,Tuensang,Zaid,Mountain,31.6,247,45,Mountain Soil,6.0
Nagaland,Wokha,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.0
Nagaland,Wokha,Rabi,Mountain,21.6,371,50,Mountain Soil,6.0
Nagaland,Wokha,Zaid,Mountain,31.6,247,45,Mountain Soil,6.0
Nagaland,Zunheboto,Kharif,Mountain,24.6,1484,65,Mountain Soil,5.7
Nagaland,Zunheboto,Rabi,Mountain,21.6,371,50,Mountain Soil,5.7
Nagaland,Zunheboto,Zaid,Mountain,31.6,247,45,Mountain Soil,5.7
Odisha,Angul,Kharif,Coastal,24.6,1855,65,Alluvial,7.0
Odisha,Angul,Rabi,Coastal,21.6,371,50,Alluvial,7.0
Odisha,Angul,Zaid,Coastal,31.6,247,45,Alluvial,7.0
Odisha,Balangir,Kharif,Coastal,24.6,1855,65,Alluvial,6.6
Odisha,Balangir,Rabi,Coastal,21.6,371,50,Alluvial,6.6
Odisha,Balangir,Zaid,Coastal,31.6,247,45,Alluvial,6.6
Odisha,Balasore,Kharif,Coastal,24.6,1855,65,Alluvial,6.8
Odisha,Balasore,Rabi,Coastal,21.6,371,50,Alluvial,6.8
Odisha,Balasore,Zaid,Coastal,31.6,247,45,Alluvial,6.8
Odisha,Bargarh,Kharif,Coastal,24.6,1855,65,Alluvial,6.7
Odisha,Bargarh,Rabi,Coastal,21.6,371,50,Alluvial,6.7
Odisha,Bargarh,Zaid,Coastal,31.6,247,45,Alluvial,6.7
Odisha,Bhadrak,Kharif,Coastal,24.6,1855,65,Alluvial,7.3
Odisha,Bhadrak,Rabi,Coastal,21.6,371,50,Alluvial,7.3
Odisha,Bhadrak,Zaid,Coastal,31.6,247,45,Alluvial,7.3
Odisha,Boudh,Kharif,Coastal,24.6,1855,65,Alluvial,6.8
Odisha,Boudh,Rabi,Coastal,21.6,371,50,Alluvial,6.8
Odisha,Boudh,Zaid,Coastal,31.6,247,45,Alluvial,6.8
Odisha,Cuttack,Kharif,Coastal,24.6,1855,65,Alluvial,7.3
Odisha,Cuttack,Rabi,Coastal,21.6,371,50,Alluvial,7.3
Odisha,Cuttack,Zaid,Coastal,31.6,247,45,Alluvial,7.3
Odisha,Deogarh,Kharif,Coastal,24.6,1855,65,Alluvial,6.5
Odisha,Deogarh,Rabi,Coastal,21.6,371,50,Alluvial,6.5
Odisha,Deogarh,Zaid,Coastal,31.6,247,45,Alluvial,6.5
Odisha,Dhenkanal,Kharif,Coastal,24.6,1855,65,Alluvial,7.0
Odisha,Dhenkanal,Rabi,Coastal,21.6,371,50,Alluvial,7.0
Odisha,Dhenkanal,Zaid,Coastal,31.6,247,45,Alluvial,7.0
Odisha,Gajapati,Kharif,Coastal,24.6,1855,65,Alluvial,7.1
Odisha,Gajapati,Rabi,Coastal,21.6,371,50,Alluvial,7.1
Odisha,Gajapati,Zaid,Coastal,31.6,247,45,Alluvial,7.1
Odisha,Ganjam,Kharif,Coastal,24.6,1855,65,Alluvial,6.8
Odisha,Ganjam,Rabi,Coastal,21.6,371,50,Alluvial,6.8
Odisha,Ganjam,Zaid,Coastal,31.6,247,45,Alluvial,6.8
Odisha,Jagatsinghpur,Kharif,Coastal,24.6,1855,65,Alluvial,6.7
Odisha,Jagatsinghpur,Rabi,Coastal,21.6,371,50,Alluvial,6.7
Odisha,Jagatsinghpur,Zaid,Coastal,31.6,247,45,Alluvial,6.7
Odisha,Jajpur,Kharif,Coastal,24.6,1855,65,Alluvial,6.7
Odisha,Jajpur,Rabi,Coastal,21.6,371,50,Alluvial,6.7
Odisha,Jajpur,Zaid,Coastal,31.6,247,45,Alluvial,6.7
Odisha,Jharsuguda,Kharif,Coastal,24.6,1855,65,Alluvial,7.0
Odisha,Jharsuguda,Rabi,Coastal,21.6,371,50,Alluvial,7.0
Odisha,Jharsuguda,Zaid,Coastal,31.6,247,45,Alluvial,7.0
Odisha,Kalahandi,Kharif,Coastal,24.6,1855,65,Alluvial,7.4
Odisha,Kalahandi,Rabi,Coastal,21.6,371,50,Alluvial,7.4
Odisha,Kalahandi,Zaid,Coastal,31.6,247,45,Alluvial,7.4
Odisha,Kandhamal,Kharif,Coastal,24.6,1855,65,Alluvial,6.9
Odisha,Kandhamal,Rabi,Coastal,21.6,371,50,Alluvial,6.9
Odisha,Kandhamal,Zaid,Coastal,31.6,247,45,Alluvial,6.9
Odisha,Kendrapara,Kharif,Coastal,24.6,1855,65,Alluvial,6.7
Odisha,Kendrapara,Rabi,Coastal,21.6,371,50,Alluvial,6.7
Odisha,Kendrapara,Zaid,Coastal,31.6,247,45,Alluvial,6.7
Odisha,Kendujhar,Kharif,Coastal,24.6,1855,65,Alluvial,7.0
Odisha,Kendujhar,Rabi,Coastal,21.6,371,50,Alluvial,7.0
